trial_id,block_id,word,session_token,trial_file,start_sample,end_sample,length_samples
trial_000340,block_000010,bye,s9,processed/trials/trial_000340.npy,258800,261280,2480
trial_000341,block_000010,bye,s9,processed/trials/trial_000341.npy,264520,267040,2520
trial_000342,block_000010,bye,s9,processed/trials/trial_000342.npy,270360,273000,2640
trial_000343,block_000010,bye,s9,processed/trials/trial_000343.npy,276680,279120,2440
trial_000344,block_000010,bye,s9,processed/trials/trial_000344.npy,282400,285040,2640
trial_000345,block_000010,bye,s9,processed/trials/trial_000345.npy,288520,291080,2560
trial_000346,block_000010,bye,s9,processed/trials/trial_000346.npy,294720,297200,2480
trial_000347,block_000010,bye,s9,processed/trials/trial_000347.npy,300480,303240,2760
trial_000348,block_000010,bye,s9,processed/trials/trial_000348.npy,306840,309040,2200
trial_000349,block_000010,bye,s9,processed/trials/trial_000349.npy,312520,315200,2680
trial_000350,block_000010,bye,s9,processed/trials/trial_000350.npy,318760,319760,1000
trial_000351,block_000011,help,s1,processed/trials/trial_000351.npy,17880,20000,2120
trial_000352,block_000011,help,s1,processed/trials/trial_000352.npy,24800,26200,1400
trial_000353,block_000011,help,s1,processed/trials/trial_000353.npy,29240,32480,3240
trial_000354,block_000011,help,s1,processed/trials/trial_000354.npy,36400,37520,1120
trial_000355,block_000011,help,s1,processed/trials/trial_000355.npy,42840,45200,2360
trial_000356,block_000011,help,s1,processed/trials/trial_000356.npy,48400,55920,7520
trial_000357,block_000011,help,s1,processed/trials/trial_000357.npy,60080,62160,2080
trial_000358,block_000011,help,s1,processed/trials/trial_000358.npy,66120,67960,1840
trial_000359,block_000011,help,s1,processed/trials/trial_000359.npy,70920,74600,3680
trial_000360,block_000011,help,s1,processed/trials/trial_000360.npy,77720,81080,3360
trial_000361,block_000011,help,s1,processed/trials/trial_000361.npy,84080,85880,1800
trial_000362,block_000011,help,s1,processed/trials/trial_000362.npy,89840,92360,2520
trial_000363,block_000011,help,s1,processed/trials/trial_000363.npy,95800,98800,3000
trial_000364,block_000011,help,s1,processed/trials/trial_000364.npy,101120,117600,16480
trial_000365,block_000011,help,s1,processed/trials/trial_000365.npy,119640,122040,2400
trial_000366,block_000011,help,s1,processed/trials/trial_000366.npy,125960,128240,2280
trial_000367,block_000011,help,s1,processed/trials/trial_000367.npy,130720,135200,4480
trial_000368,block_000011,help,s1,processed/trials/trial_000368.npy,138000,139880,1880
trial_000369,block_000011,help,s1,processed/trials/trial_000369.npy,143480,146920,3440
trial_000370,block_000011,help,s1,processed/trials/trial_000370.npy,149840,151840,2000
trial_000371,block_000011,help,s1,processed/trials/trial_000371.npy,155160,158520,3360
trial_000372,block_000011,help,s1,processed/trials/trial_000372.npy,162160,164000,1840
trial_000373,block_000011,help,s1,processed/trials/trial_000373.npy,167280,171240,3960
trial_000374,block_000011,help,s1,processed/trials/trial_000374.npy,173640,184440,10800
trial_000375,block_000011,help,s1,processed/trials/trial_000375.npy,186520,189280,2760
trial_000376,block_000011,help,s1,processed/trials/trial_000376.npy,192040,194160,2120
trial_000377,block_000011,help,s1,processed/trials/trial_000377.npy,198080,200880,2800
trial_000378,block_000011,help,s1,processed/trials/trial_000378.npy,204720,212280,7560
trial_000379,block_000011,help,s1,processed/trials/trial_000379.npy,215480,217600,2120
trial_000380,block_000011,help,s1,processed/trials/trial_000380.npy,222040,223920,1880
trial_000381,block_000011,help,s1,processed/trials/trial_000381.npy,227040,230000,2960
trial_000382,block_000011,help,s1,processed/trials/trial_000382.npy,232360,236080,3720
trial_000383,block_000011,help,s1,processed/trials/trial_000383.npy,240400,242080,1680
trial_000384,block_000011,help,s1,processed/trials/trial_000384.npy,244520,247800,3280
trial_000385,block_000011,help,s1,processed/trials/trial_000385.npy,250200,253760,3560
trial_000386,block_000011,help,s1,processed/trials/trial_000386.npy,257800,260120,2320
trial_000387,block_000011,help,s1,processed/trials/trial_000387.npy,263160,266040,2880
trial_000388,block_000011,help,s1,processed/trials/trial_000388.npy,270120,272000,1880
trial_000389,block_000011,help,s1,processed/trials/trial_000389.npy,275960,283800,7840
trial_000390,block_000011,help,s1,processed/trials/trial_000390.npy,287800,289680,1880
trial_000391,block_000011,help,s1,processed/trials/trial_000391.npy,293840,295960,2120
trial_000392,block_000012,help,s10,processed/trials/trial_000392.npy,17640,21720,4080
trial_000393,block_000012,help,s10,processed/trials/trial_000393.npy,24000,32640,8640
trial_000394,block_000012,help,s10,processed/trials/trial_000394.npy,36880,40120,3240
trial_000395,block_000012,help,s10,processed/trials/trial_000395.npy,42360,45520,3160
trial_000396,block_000012,help,s10,processed/trials/trial_000396.npy,48400,58120,9720
trial_000397,block_000012,help,s10,processed/trials/trial_000397.npy,61240,63480,2240
trial_000398,block_000012,help,s10,processed/trials/trial_000398.npy,66240,76560,10320
trial_000399,block_000012,help,s10,processed/trials/trial_000399.npy,78600,88640,10040
trial_000400,block_000012,help,s10,processed/trials/trial_000400.npy,90680,93720,3040
trial_000401,block_000012,help,s10,processed/trials/trial_000401.npy,96440,98840,2400
trial_000402,block_000012,help,s10,processed/trials/trial_000402.npy,103160,105520,2360
trial_000403,block_000012,help,s10,processed/trials/trial_000403.npy,108200,128960,20760
trial_000404,block_000012,help,s10,processed/trials/trial_000404.npy,133120,135200,2080
trial_000405,block_000012,help,s10,processed/trials/trial_000405.npy,139240,140560,1320
trial_000406,block_000012,help,s10,processed/trials/trial_000406.npy,146000,147840,1840
trial_000407,block_000012,help,s10,processed/trials/trial_000407.npy,150920,152840,1920
trial_000408,block_000012,help,s10,processed/trials/trial_000408.npy,156920,158480,1560
trial_000409,block_000012,help,s10,processed/trials/trial_000409.npy,162880,166400,3520
trial_000410,block_000012,help,s10,processed/trials/trial_000410.npy,168840,172000,3160
trial_000411,block_000012,help,s10,processed/trials/trial_000411.npy,174640,183240,8600
trial_000412,block_000012,help,s10,processed/trials/trial_000412.npy,186480,188560,2080
trial_000413,block_000012,help,s10,processed/trials/trial_000413.npy,193040,194200,1160
trial_000414,block_000012,help,s10,processed/trials/trial_000414.npy,197720,201000,3280
trial_000415,block_000012,help,s10,processed/trials/trial_000415.npy,205160,206720,1560
trial_000416,block_000012,help,s10,processed/trials/trial_000416.npy,211000,212280,1280
trial_000417,block_000012,help,s10,processed/trials/trial_000417.npy,217080,225000,7920
trial_000418,block_000012,help,s10,processed/trials/trial_000418.npy,229200,232120,2920
trial_000419,block_000012,help,s10,processed/trials/trial_000419.npy,235160,237160,2000
trial_000420,block_000012,help,s10,processed/trials/trial_000420.npy,241440,243960,2520
trial_000421,block_000012,help,s10,processed/trials/trial_000421.npy,246600,250040,3440
trial_000422,block_000012,help,s10,processed/trials/trial_000422.npy,252920,255840,2920
trial_000423,block_000012,help,s10,processed/trials/trial_000423.npy,259000,274080,15080
trial_000424,block_000012,help,s10,processed/trials/trial_000424.npy,277000,291360,14360
trial_000425,block_000012,help,s10,processed/trials/trial_000425.npy,293600,298400,4800
trial_000426,block_000012,help,s10,processed/trials/trial_000426.npy,300920,303960,3040
trial_000427,block_000013,help,s2,processed/trials/trial_000427.npy,18160,21480,3320
trial_000428,block_000013,help,s2,processed/trials/trial_000428.npy,25000,26760,1760
trial_000429,block_000013,help,s2,processed/trials/trial_000429.npy,30920,38920,8000
trial_000430,block_000013,help,s2,processed/trials/trial_000430.npy,42320,74920,32600
trial_000431,block_000013,help,s2,processed/trials/trial_000431.npy,77960,81840,3880
trial_000432,block_000013,help,s2,processed/trials/trial_000432.npy,85160,87400,2240
trial_000433,block_000013,help,s2,processed/trials/trial_000433.npy,91160,94280,3120
trial_000434,block_000013,help,s2,processed/trials/trial_000434.npy,96240,110680,14440
trial_000435,block_000013,help,s2,processed/trials/trial_000435.npy,114920,116600,1680
trial_000436,block_000013,help,s2,processed/trials/trial_000436.npy,120720,122680,1960
trial_000437,block_000013,help,s2,processed/trials/trial_000437.npy,125640,128720,3080
trial_000438,block_000013,help,s2,processed/trials/trial_000438.npy,131160,141840,10680
trial_000439,block_000013,help,s2,processed/trials/trial_000439.npy,145000,148680,3680
trial_000440,block_000013,help,s2,processed/trials/trial_000440.npy,151360,161360,10000
trial_000441,block_000013,help,s2,processed/trials/trial_000441.npy,163480,165960,2480
trial_000442,block_000013,help,s2,processed/trials/trial_000442.npy,168960,170400,1440
trial_000443,block_000013,help,s2,processed/trials/trial_000443.npy,175040,178800,3760
trial_000444,block_000013,help,s2,processed/trials/trial_000444.npy,180880,182760,1880
trial_000445,block_000013,help,s2,processed/trials/trial_000445.npy,185200,189200,4000
trial_000446,block_000013,help,s2,processed/trials/trial_000446.npy,192640,195760,3120
trial_000447,block_000013,help,s2,processed/trials/trial_000447.npy,198400,201240,2840
trial_000448,block_000013,help,s2,processed/trials/trial_000448.npy,204760,254200,49440
trial_000449,block_000013,help,s2,processed/trials/trial_000449.npy,256720,280240,23520
trial_000450,block_000013,help,s2,processed/trials/trial_000450.npy,282600,291080,8480
trial_000451,block_000013,help,s2,processed/trials/trial_000451.npy,293040,304160,11120
trial_000452,block_000013,help,s2,processed/trials/trial_000452.npy,307120,310360,3240
trial_000453,block_000014,help,s3,processed/trials/trial_000453.npy,18280,22200,3920
trial_000454,block_000014,help,s3,processed/trials/trial_000454.npy,24640,27560,2920
trial_000455,block_000014,help,s3,processed/trials/trial_000455.npy,30720,33200,2480
trial_000456,block_000014,help,s3,processed/trials/trial_000456.npy,36360,39080,2720
trial_000457,block_000014,help,s3,processed/trials/trial_000457.npy,43080,45680,2600
trial_000458,block_000014,help,s3,processed/trials/trial_000458.npy,48440,51360,2920
trial_000459,block_000014,help,s3,processed/trials/trial_000459.npy,55200,56720,1520
trial_000460,block_000014,help,s3,processed/trials/trial_000460.npy,61240,69160,7920
trial_000461,block_000014,help,s3,processed/trials/trial_000461.npy,72120,81400,9280
trial_000462,block_000014,help,s3,processed/trials/trial_000462.npy,83720,87400,3680
trial_000463,block_000014,help,s3,processed/trials/trial_000463.npy,89720,93160,3440
trial_000464,block_000014,help,s3,processed/trials/trial_000464.npy,96360,99160,2800
trial_000465,block_000014,help,s3,processed/trials/trial_000465.npy,103160,118080,14920
trial_000466,block_000014,help,s3,processed/trials/trial_000466.npy,120560,123200,2640
trial_000467,block_000014,help,s3,processed/trials/trial_000467.npy,126480,130960,4480
trial_000468,block_000014,help,s3,processed/trials/trial_000468.npy,133280,140840,7560
trial_000469,block_000014,help,s3,processed/trials/trial_000469.npy,144120,146880,2760
trial_000470,block_000014,help,s3,processed/trials/trial_000470.npy,150920,159200,8280
trial_000471,block_000014,help,s3,processed/trials/trial_000471.npy,162120,177240,15120
trial_000472,block_000014,help,s3,processed/trials/trial_000472.npy,180880,182760,1880
trial_000473,block_000014,help,s3,processed/trials/trial_000473.npy,187000,188760,1760
trial_000474,block_000014,help,s3,processed/trials/trial_000474.npy,192480,194520,2040
trial_000475,block_000014,help,s3,processed/trials/trial_000475.npy,197480,199320,1840
trial_000476,block_000014,help,s3,processed/trials/trial_000476.npy,204320,218320,14000
trial_000477,block_000014,help,s3,processed/trials/trial_000477.npy,222520,227720,5200
trial_000478,block_000014,help,s3,processed/trials/trial_000478.npy,229800,231440,1640
trial_000479,block_000014,help,s3,processed/trials/trial_000479.npy,234360,238160,3800
trial_000480,block_000014,help,s3,processed/trials/trial_000480.npy,241080,242640,1560
trial_000481,block_000014,help,s3,processed/trials/trial_000481.npy,246840,248400,1560
trial_000482,block_000014,help,s3,processed/trials/trial_000482.npy,253400,255280,1880
trial_000483,block_000014,help,s3,processed/trials/trial_000483.npy,259640,261320,1680
trial_000484,block_000014,help,s3,processed/trials/trial_000484.npy,264760,267320,2560
trial_000485,block_000014,help,s3,processed/trials/trial_000485.npy,269680,272360,2680
trial_000486,block_000014,help,s3,processed/trials/trial_000486.npy,275920,278920,3000
trial_000487,block_000014,help,s3,processed/trials/trial_000487.npy,282480,291280,8800
trial_000488,block_000014,help,s3,processed/trials/trial_000488.npy,293800,298360,4560
trial_000489,block_000015,help,s4,processed/trials/trial_000489.npy,18280,22120,3840
trial_000490,block_000015,help,s4,processed/trials/trial_000490.npy,24760,26600,1840
trial_000491,block_000015,help,s4,processed/trials/trial_000491.npy,30800,32720,1920
trial_000492,block_000015,help,s4,processed/trials/trial_000492.npy,37040,38440,1400
trial_000493,block_000015,help,s4,processed/trials/trial_000493.npy,42040,44520,2480
trial_000494,block_000015,help,s4,processed/trials/trial_000494.npy,48600,51520,2920
trial_000495,block_000015,help,s4,processed/trials/trial_000495.npy,53760,62480,8720
trial_000496,block_000015,help,s4,processed/trials/trial_000496.npy,65880,75600,9720
trial_000497,block_000015,help,s4,processed/trials/trial_000497.npy,78120,81800,3680
trial_000498,block_000015,help,s4,processed/trials/trial_000498.npy,84360,87080,2720
trial_000499,block_000015,help,s4,processed/trials/trial_000499.npy,89320,91920,2600
trial_000500,block_000015,help,s4,processed/trials/trial_000500.npy,95080,99240,4160
trial_000501,block_000015,help,s4,processed/trials/trial_000501.npy,102680,105960,3280
trial_000502,block_000015,help,s4,processed/trials/trial_000502.npy,107960,111600,3640
trial_000503,block_000015,help,s4,processed/trials/trial_000503.npy,114160,125480,11320
trial_000504,block_000015,help,s4,processed/trials/trial_000504.npy,127440,128600,1160
trial_000505,block_000015,help,s4,processed/trials/trial_000505.npy,133040,142120,9080
trial_000506,block_000015,help,s4,processed/trials/trial_000506.npy,144840,146440,1600
trial_000507,block_000015,help,s4,processed/trials/trial_000507.npy,150600,153640,3040
trial_000508,block_000015,help,s4,processed/trials/trial_000508.npy,155560,165000,9440
trial_000509,block_000015,help,s4,processed/trials/trial_000509.npy,167280,170640,3360
trial_000510,block_000015,help,s4,processed/trials/trial_000510.npy,174560,188400,13840
trial_000511,block_000015,help,s4,processed/trials/trial_000511.npy,192600,194640,2040
trial_000512,block_000015,help,s4,processed/trials/trial_000512.npy,197520,208120,10600
trial_000513,block_000015,help,s4,processed/trials/trial_000513.npy,211680,214720,3040
trial_000514,block_000015,help,s4,processed/trials/trial_000514.npy,217120,266920,49800
trial_000515,block_000015,help,s4,processed/trials/trial_000515.npy,271240,274440,3200
trial_000516,block_000015,help,s4,processed/trials/trial_000516.npy,276560,279160,2600
trial_000517,block_000015,help,s4,processed/trials/trial_000517.npy,282760,285320,2560
trial_000518,block_000015,help,s4,processed/trials/trial_000518.npy,288400,296400,8000
trial_000519,block_000015,help,s4,processed/trials/trial_000519.npy,300720,302920,2200
trial_000520,block_000015,help,s4,processed/trials/trial_000520.npy,305160,309360,4200
trial_000521,block_000016,help,s5,processed/trials/trial_000521.npy,19520,20800,1280
trial_000522,block_000016,help,s5,processed/trials/trial_000522.npy,24680,27360,2680
trial_000523,block_000016,help,s5,processed/trials/trial_000523.npy,31280,34480,3200
trial_000524,block_000016,help,s5,processed/trials/trial_000524.npy,37720,45240,7520
trial_000525,block_000016,help,s5,processed/trials/trial_000525.npy,49720,51400,1680
trial_000526,block_000016,help,s5,processed/trials/trial_000526.npy,55520,57560,2040
trial_000527,block_000016,help,s5,processed/trials/trial_000527.npy,60920,63520,2600
trial_000528,block_000016,help,s5,processed/trials/trial_000528.npy,67320,69720,2400
trial_000529,block_000016,help,s5,processed/trials/trial_000529.npy,72960,75960,3000
trial_000530,block_000016,help,s5,processed/trials/trial_000530.npy,79560,93440,13880
trial_000531,block_000016,help,s5,processed/trials/trial_000531.npy,97680,99880,2200
trial_000532,block_000016,help,s5,processed/trials/trial_000532.npy,102520,125200,22680
trial_000533,block_000016,help,s5,processed/trials/trial_000533.npy,127560,140800,13240
trial_000534,block_000016,help,s5,processed/trials/trial_000534.npy,144320,166080,21760
trial_000535,block_000016,help,s5,processed/trials/trial_000535.npy,169400,171440,2040
trial_000536,block_000016,help,s5,processed/trials/trial_000536.npy,175640,189120,13480
trial_000537,block_000016,help,s5,processed/trials/trial_000537.npy,192400,196560,4160
trial_000538,block_000016,help,s5,processed/trials/trial_000538.npy,199400,201960,2560
trial_000539,block_000016,help,s5,processed/trials/trial_000539.npy,205680,244400,38720
trial_000540,block_000016,help,s5,processed/trials/trial_000540.npy,246480,263440,16960
trial_000541,block_000016,help,s5,processed/trials/trial_000541.npy,265360,267280,1920
trial_000542,block_000016,help,s5,processed/trials/trial_000542.npy,271320,280560,9240
trial_000543,block_000016,help,s5,processed/trials/trial_000543.npy,283560,284920,1360
trial_000544,block_000016,help,s5,processed/trials/trial_000544.npy,289280,291840,2560
trial_000545,block_000016,help,s5,processed/trials/trial_000545.npy,294960,296560,1600
trial_000546,block_000017,help,s6,processed/trials/trial_000546.npy,18440,22240,3800
trial_000547,block_000017,help,s6,processed/trials/trial_000547.npy,24400,27000,2600
trial_000548,block_000017,help,s6,processed/trials/trial_000548.npy,30680,33840,3160
trial_000549,block_000017,help,s6,processed/trials/trial_000549.npy,36760,39560,2800
trial_000550,block_000017,help,s6,processed/trials/trial_000550.npy,42280,52520,10240
trial_000551,block_000017,help,s6,processed/trials/trial_000551.npy,54480,57480,3000
trial_000552,block_000017,help,s6,processed/trials/trial_000552.npy,60520,68800,8280
trial_000553,block_000017,help,s6,processed/trials/trial_000553.npy,71520,74400,2880
trial_000554,block_000017,help,s6,processed/trials/trial_000554.npy,78320,87000,8680
trial_000555,block_000017,help,s6,processed/trials/trial_000555.npy,91200,93160,1960
trial_000556,block_000017,help,s6,processed/trials/trial_000556.npy,96440,98680,2240
trial_000557,block_000017,help,s6,processed/trials/trial_000557.npy,103320,104720,1400
trial_000558,block_000017,help,s6,processed/trials/trial_000558.npy,109160,112080,2920
trial_000559,block_000017,help,s6,processed/trials/trial_000559.npy,114400,130120,15720
trial_000560,block_000017,help,s6,processed/trials/trial_000560.npy,132080,134760,2680
trial_000561,block_000017,help,s6,processed/trials/trial_000561.npy,138400,154680,16280
trial_000562,block_000017,help,s6,processed/trials/trial_000562.npy,157040,158360,1320
trial_000563,block_000017,help,s6,processed/trials/trial_000563.npy,162400,164520,2120
trial_000564,block_000017,help,s6,processed/trials/trial_000564.npy,168480,170440,1960
trial_000565,block_000017,help,s6,processed/trials/trial_000565.npy,175040,183360,8320
trial_000566,block_000017,help,s6,processed/trials/trial_000566.npy,191480,201560,10080
trial_000567,block_000017,help,s6,processed/trials/trial_000567.npy,204840,220760,15920
trial_000568,block_000017,help,s6,processed/trials/trial_000568.npy,222880,226360,3480
trial_000569,block_000017,help,s6,processed/trials/trial_000569.npy,228720,236680,7960
trial_000570,block_000017,help,s6,processed/trials/trial_000570.npy,241080,242400,1320
trial_000571,block_000017,help,s6,processed/trials/trial_000571.npy,246800,254240,7440
trial_000572,block_000017,help,s6,processed/trials/trial_000572.npy,259120,260440,1320
trial_000573,block_000017,help,s6,processed/trials/trial_000573.npy,264720,267040,2320
trial_000574,block_000017,help,s6,processed/trials/trial_000574.npy,272800,274200,1400
trial_000575,block_000017,help,s6,processed/trials/trial_000575.npy,276600,280880,4280
trial_000576,block_000017,help,s6,processed/trials/trial_000576.npy,283960,286240,2280
trial_000577,block_000017,help,s6,processed/trials/trial_000577.npy,289840,291360,1520
trial_000578,block_000017,help,s6,processed/trials/trial_000578.npy,294920,303160,8240
trial_000579,block_000017,help,s6,processed/trials/trial_000579.npy,307160,310560,3400
trial_000580,block_000017,help,s6,processed/trials/trial_000580.npy,312680,321280,8600
trial_000581,block_000017,help,s6,processed/trials/trial_000581.npy,324200,325760,1560
trial_000582,block_000018,help,s7,processed/trials/trial_000582.npy,25280,34200,8920
trial_000583,block_000018,help,s7,processed/trials/trial_000583.npy,36480,41880,5400
trial_000584,block_000018,help,s7,processed/trials/trial_000584.npy,44560,46480,1920
trial_000585,block_000018,help,s7,processed/trials/trial_000585.npy,49840,52560,2720
trial_000586,block_000018,help,s7,processed/trials/trial_000586.npy,55920,63800,7880
trial_000587,block_000018,help,s7,processed/trials/trial_000587.npy,67720,70920,3200
trial_000588,block_000018,help,s7,processed/trials/trial_000588.npy,73400,76200,2800
trial_000589,block_000018,help,s7,processed/trials/trial_000589.npy,80800,82800,2000
trial_000590,block_000018,help,s7,processed/trials/trial_000590.npy,86240,89040,2800
trial_000591,block_000018,help,s7,processed/trials/trial_000591.npy,91640,93960,2320
trial_000592,block_000018,help,s7,processed/trials/trial_000592.npy,98280,99480,1200
trial_000593,block_000018,help,s7,processed/trials/trial_000593.npy,103840,112520,8680
trial_000594,block_000018,help,s7,processed/trials/trial_000594.npy,115640,124720,9080
trial_000595,block_000018,help,s7,processed/trials/trial_000595.npy,128800,149640,20840
trial_000596,block_000018,help,s7,processed/trials/trial_000596.npy,152760,155040,2280
trial_000597,block_000018,help,s7,processed/trials/trial_000597.npy,157880,159960,2080
trial_000598,block_000018,help,s7,processed/trials/trial_000598.npy,162600,178520,15920
trial_000599,block_000018,help,s7,processed/trials/trial_000599.npy,180760,186360,5600
trial_000600,block_000018,help,s7,processed/trials/trial_000600.npy,188320,190320,2000
trial_000601,block_000018,help,s7,processed/trials/trial_000601.npy,192840,203240,10400
trial_000602,block_000018,help,s7,processed/trials/trial_000602.npy,205280,208120,2840
trial_000603,block_000018,help,s7,processed/trials/trial_000603.npy,211760,214240,2480
trial_000604,block_000018,help,s7,processed/trials/trial_000604.npy,216560,226240,9680
trial_000605,block_000018,help,s7,processed/trials/trial_000605.npy,230160,232520,2360
trial_000606,block_000018,help,s7,processed/trials/trial_000606.npy,234680,238280,3600
trial_000607,block_000018,help,s7,processed/trials/trial_000607.npy,240440,250040,9600
trial_000608,block_000018,help,s7,processed/trials/trial_000608.npy,252520,256280,3760
trial_000609,block_000018,help,s7,processed/trials/trial_000609.npy,258440,262280,3840
trial_000610,block_000018,help,s7,processed/trials/trial_000610.npy,264920,267560,2640
trial_000611,block_000018,help,s7,processed/trials/trial_000611.npy,271280,307160,35880
trial_000612,block_000019,help,s8,processed/trials/trial_000612.npy,17000,21880,4880
trial_000613,block_000019,help,s8,processed/trials/trial_000613.npy,24480,26760,2280
trial_000614,block_000019,help,s8,processed/trials/trial_000614.npy,30040,34240,4200
trial_000615,block_000019,help,s8,processed/trials/trial_000615.npy,36880,57600,20720
trial_000616,block_000019,help,s8,processed/trials/trial_000616.npy,60520,64240,3720
trial_000617,block_000019,help,s8,processed/trials/trial_000617.npy,66280,69280,3000
trial_000618,block_000019,help,s8,processed/trials/trial_000618.npy,73000,75480,2480
trial_000619,block_000019,help,s8,processed/trials/trial_000619.npy,78800,81000,2200
trial_000620,block_000019,help,s8,processed/trials/trial_000620.npy,83040,88480,5440
trial_000621,block_000019,help,s8,processed/trials/trial_000621.npy,90400,93840,3440
trial_000622,block_000019,help,s8,processed/trials/trial_000622.npy,95800,98880,3080
trial_000623,block_000019,help,s8,processed/trials/trial_000623.npy,102160,105200,3040
trial_000624,block_000019,help,s8,processed/trials/trial_000624.npy,108280,129560,21280
trial_000625,block_000019,help,s8,processed/trials/trial_000625.npy,133120,135120,2000
trial_000626,block_000019,help,s8,processed/trials/trial_000626.npy,137720,141240,3520
trial_000627,block_000019,help,s8,processed/trials/trial_000627.npy,143560,147040,3480
trial_000628,block_000019,help,s8,processed/trials/trial_000628.npy,150800,152880,2080
trial_000629,block_000019,help,s8,processed/trials/trial_000629.npy,155760,159520,3760
trial_000630,block_000019,help,s8,processed/trials/trial_000630.npy,161560,182600,21040
trial_000631,block_000019,help,s8,processed/trials/trial_000631.npy,187040,195520,8480
trial_000632,block_000019,help,s8,processed/trials/trial_000632.npy,197600,200920,3320
trial_000633,block_000019,help,s8,processed/trials/trial_000633.npy,204600,214520,9920
trial_000634,block_000019,help,s8,processed/trials/trial_000634.npy,216520,231120,14600
trial_000635,block_000019,help,s8,processed/trials/trial_000635.npy,234240,236800,2560
trial_000636,block_000019,help,s8,processed/trials/trial_000636.npy,239080,242720,3640
trial_000637,block_000019,help,s8,processed/trials/trial_000637.npy,246560,261760,15200
trial_000638,block_000019,help,s8,processed/trials/trial_000638.npy,265000,279000,14000
trial_000639,block_000019,help,s8,processed/trials/trial_000639.npy,282600,285160,2560
trial_000640,block_000019,help,s8,processed/trials/trial_000640.npy,288440,292080,3640
trial_000641,block_000019,help,s8,processed/trials/trial_000641.npy,295240,296640,1400
trial_000642,block_000020,help,s9,processed/trials/trial_000642.npy,18120,21560,3440
trial_000643,block_000020,help,s9,processed/trials/trial_000643.npy,24200,27520,3320
trial_000644,block_000020,help,s9,processed/trials/trial_000644.npy,31360,34080,2720
trial_000645,block_000020,help,s9,processed/trials/trial_000645.npy,36160,52120,15960
trial_000646,block_000020,help,s9,processed/trials/trial_000646.npy,54320,57280,2960
trial_000647,block_000020,help,s9,processed/trials/trial_000647.npy,60080,63240,3160
trial_000648,block_000020,help,s9,processed/trials/trial_000648.npy,66040,70200,4160
trial_000649,block_000020,help,s9,processed/trials/trial_000649.npy,72200,75560,3360
trial_000650,block_000020,help,s9,processed/trials/trial_000650.npy,78360,80880,2520
trial_000651,block_000020,help,s9,processed/trials/trial_000651.npy,84760,86760,2000
trial_000652,block_000020,help,s9,processed/trials/trial_000652.npy,90160,92480,2320
trial_000653,block_000020,help,s9,processed/trials/trial_000653.npy,96120,106640,10520
trial_000654,block_000020,help,s9,processed/trials/trial_000654.npy,108680,117400,8720
trial_000655,block_000020,help,s9,processed/trials/trial_000655.npy,120640,122160,1520
trial_000656,block_000020,help,s9,processed/trials/trial_000656.npy,125920,128920,3000
trial_000657,block_000020,help,s9,processed/trials/trial_000657.npy,132680,134720,2040
trial_000658,block_000020,help,s9,processed/trials/trial_000658.npy,137160,140040,2880
trial_000659,block_000020,help,s9,processed/trials/trial_000659.npy,143040,148280,5240
trial_000660,block_000020,help,s9,processed/trials/trial_000660.npy,150320,152480,2160
trial_000661,block_000020,help,s9,processed/trials/trial_000661.npy,156520,189680,33160
trial_000662,block_000020,help,s9,processed/trials/trial_000662.npy,192920,195320,2400
trial_000663,block_000020,help,s9,processed/trials/trial_000663.npy,197680,231800,34120
trial_000664,block_000020,help,s9,processed/trials/trial_000664.npy,234600,237240,2640
trial_000665,block_000020,help,s9,processed/trials/trial_000665.npy,239160,248600,9440
trial_000666,block_000020,help,s9,processed/trials/trial_000666.npy,250600,254880,4280
trial_000667,block_000020,help,s9,processed/trials/trial_000667.npy,258240,266600,8360
trial_000668,block_000020,help,s9,processed/trials/trial_000668.npy,268520,272880,4360
trial_000669,block_000020,help,s9,processed/trials/trial_000669.npy,275920,280200,4280
trial_000670,block_000020,help,s9,processed/trials/trial_000670.npy,282680,290560,7880
trial_000671,block_000020,help,s9,processed/trials/trial_000671.npy,293440,297760,4320
trial_000672,block_000021,no,s1,processed/trials/trial_000672.npy,16960,20400,3440
trial_000673,block_000021,no,s1,processed/trials/trial_000673.npy,23320,27160,3840
trial_000674,block_000021,no,s1,processed/trials/trial_000674.npy,29360,49720,20360
trial_000675,block_000021,no,s1,processed/trials/trial_000675.npy,53480,57080,3600
trial_000676,block_000021,no,s1,processed/trials/trial_000676.npy,59080,61760,2680
trial_000677,block_000021,no,s1,processed/trials/trial_000677.npy,65880,69040,3160
trial_000678,block_000021,no,s1,processed/trials/trial_000678.npy,71640,73640,2000
trial_000679,block_000021,no,s1,processed/trials/trial_000679.npy,77160,80720,3560
trial_000680,block_000021,no,s1,processed/trials/trial_000680.npy,83720,98000,14280
trial_000681,block_000021,no,s1,processed/trials/trial_000681.npy,101680,104280,2600
trial_000682,block_000021,no,s1,processed/trials/trial_000682.npy,106560,109120,2560
trial_000683,block_000021,no,s1,processed/trials/trial_000683.npy,112680,116360,3680
trial_000684,block_000021,no,s1,processed/trials/trial_000684.npy,119680,122160,2480
trial_000685,block_000021,no,s1,processed/trials/trial_000685.npy,125680,145600,19920
trial_000686,block_000021,no,s1,processed/trials/trial_000686.npy,149360,152200,2840
trial_000687,block_000021,no,s1,processed/trials/trial_000687.npy,155880,158040,2160
